Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,individuals,0.22123666,chd,0.4783952,chd,0.4783952
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,stratification,0.4241129,infarction,0.4587313,infarction,0.4587313
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,results,0.29712585,of,0.53157276,blood,0.36869162
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,utilized,0.28006944,of,0.59412074,flow,0.39086547
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,stearoyl,0.14947651,cholesterol,0.49860644,cholesterol,0.49860644
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,stages,0.18231006,of,0.45860782,deposits,0.40678376
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,set,0.43165553,of,0.5846941,cardiology,0.43165553
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,p,0.29391026,with,0.4559728,congestive,0.4058217
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,oleoyl,0.1589228,cholesterol,0.5082258,cholesterol,0.5082258
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,methodology,0.283471,of,0.41219762,single-ventricle,0.29670447
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,linolenoyl,0.15842095,cholesterol,0.48211908,cholesterol,0.48211908
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,identification,0.20758381,of,0.5418171,d-transposition,0.3482393
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,hypertension,0.48819616,congestive,0.66661584,congestive,0.66661584
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,gpc,0.1757393,ivs,0.3082713,ivs,0.3082713
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,glucose,0.26253542,cholesterol,0.5280895,cholesterol,0.5280895
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,genetics,0.47455078,cardiology,0.47455078,cardiology,0.47455078
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,enyl,0.1653007,isomerism,0.42758608,isomerism,0.42758608
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,dihomo,0.190233,cholesterol,0.43370292,cholesterol,0.43370292
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,conclusions,0.259925,with,0.50001186,artery,0.34474826
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,combination,0.21742424,with,0.59363616,l-transposition,0.35203728
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,cinnamoylglycine,0.14376318,isomerism,0.36400795,isomerism,0.36400795
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,background,0.2325702,of,0.51277274,congenital,0.3895001
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,additionally,0.26417398,of,0.6596129,flow,0.38005078
An unsupervised learning approach to identify novel signatures of health and disease from multimodal data.,abundance,0.22053209,of,0.4682694,deposits,0.38831514
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,learning,0.33958644,of,0.40490282,single-ventricle,0.39502156
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,analyses,0.1956715,of,0.44186428,deposits,0.31060207
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,may,0.26963884,of,0.58654004,anomalous,0.366544
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,demonstrate,0.17463154,of,0.5097414,anomalous,0.34764066
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,specific,0.26268506,of,0.6059094,flow,0.40644997
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergy,0.3915413,attack,0.39841455,cardiology,0.3915413
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,endotypes,0.33858582,disease,0.42732275,single-ventricle,0.4160347
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,learning-analyses,0.3539902,congenital-heart-disease,0.44580126,congenital-heart-disease,0.44580126
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,may-demonstrate,0.32238758,of,0.5578029,anomalous,0.4521674
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,demonstrate-specific,0.21284573,of,0.51647747,l-transposition,0.3939049
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,specific-food,0.23438935,of,0.40231144,flow,0.32787877
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food-allergy,0.3174482,heart-disease,0.35407925,heart-disease,0.35407925
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergic,0.26858273,attack,0.4407363,pulmonary,0.43133485
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,experience,0.38681114,of,0.5036937,congenital-heart-disease,0.45451656
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,stereotypical,0.24340266,irregular,0.4820822,heartbeat,0.45447457
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,symptoms,0.29561567,disease,0.5364805,syndrome,0.5318241
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,following,0.33078983,with,0.61268795,cardiac,0.4240192
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen,0.19533649,pulmonary,0.36316633,pulmonary,0.36316633
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,exposure,0.19340545,of,0.47989124,deposits,0.29644954
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergic-patients,0.3505612,congenital-heart-disease,0.55810285,congenital-heart-disease,0.55810285
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patients-experience,0.4209547,congenital-heart-disease,0.55786085,congenital-heart-disease,0.55786085
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen-exposure,0.13926488,pulmonary,0.3834439,pulmonary,0.3834439
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,symptoms,0.29561567,disease,0.5364805,syndrome,0.5318241
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,experienced,0.3416694,with,0.51668775,mitral-regurgitation,0.39382553
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,following,0.33078983,with,0.61268795,cardiac,0.4240192
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen,0.19533649,pulmonary,0.36316633,pulmonary,0.36316633
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,exposure,0.19340545,of,0.47989124,deposits,0.29644954
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen-exposure,0.13926488,pulmonary,0.3834439,pulmonary,0.3834439
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen,0.19533649,pulmonary,0.36316633,pulmonary,0.36316633
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,immunotherapy,0.2323603,disease,0.34643897,rai,0.34326085
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,may,0.26963884,of,0.58654004,anomalous,0.366544
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,modulate,0.1707263,of,0.4374981,contractions,0.31312442
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergen-immunotherapy,0.21208024,pulmonary,0.3534922,pulmonary,0.3534922
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,immunotherapy-may,0.24650095,rai,0.4158296,rai,0.4158296
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,study,0.327359,of,0.5728763,congestive-heart-failure,0.35066938
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,selections,0.30054075,of,0.45600498,l-transposition,0.40875995
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,authors,0.35392871,of,0.46977854,congenital-heart-disease,0.4019465
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,assessment,0.41014358,of,0.5184958,flow,0.45548397
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,may,0.26963884,of,0.58654004,anomalous,0.366544
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,impact,0.2996394,of,0.5528908,single-ventricle,0.35865143
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,upon,0.3047079,of,0.6212549,cardiac,0.40890452
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,impact-upon,0.3171579,clot,0.42939276,clot,0.42939276
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,supervised,0.41056764,cardiology,0.41056764,cardiology,0.41056764
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,oral,0.3003844,of,0.46959797,plaque,0.38315025
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,challenge,0.2694021,great,0.4729702,single-ventricle,0.2998554
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food-challenge,0.16004547,heart-attack,0.32121336,heart-attack,0.32121336
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,oral-food-challenge,0.16853413,heart-disease,0.346082,heart-disease,0.346082
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,specific,0.26268506,of,0.6059094,flow,0.40644997
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,reaction,0.17841876,attack,0.4534219,isomerism,0.37329036
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,phenotypes,0.21512172,defect,0.48261124,septal-defect,0.46157122
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,exist,0.21226555,of,0.4884736,isomerism,0.35204807
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergy,0.3915413,attack,0.39841455,cardiology,0.3915413
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,encompasses,0.20780577,of,0.47999692,anomaly,0.32865775
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food-allergy,0.3174482,heart-disease,0.35407925,heart-disease,0.35407925
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,anaphylaxis,0.31226635,attack,0.45969447,thrombosis,0.44926143
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,may,0.26963884,of,0.58654004,anomalous,0.366544
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food-anaphylaxis,0.30508333,attack,0.43821493,bradycardia,0.43144655
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,unpublished,0.31881666,congenital-heart-disease,0.33518553,congenital-heart-disease,0.33518553
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,literature,0.36901063,of,0.4653955,anomaly,0.4380433
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,relating,0.3349253,of,0.6561698,anomalous,0.4465988
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinically,0.2989028,with,0.5207711,artery-disease,0.40292245
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,useful,0.19749163,great,0.46134508,anomalous,0.31390148
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,predictors,0.29199943,failure,0.45500726,congestive-heart-failure,0.42449278
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinically-useful,0.23796931,of,0.48739272,artery-disease,0.37706125
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,applying,0.31743535,of,0.5178681,flow,0.39249074
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,unbiased,0.20180073,of,0.37744248,single-ventricle,0.31814313
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,machine,0.37199128,cad,0.41960585,cad,0.41960585
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,facilitating,0.26191533,of,0.5844613,l-transposition,0.36947644
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,stratification,0.4241129,infarction,0.4587313,infarction,0.4587313
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,risk-stratification,0.45956326,congestive-heart-failure,0.50061274,congestive-heart-failure,0.50061274
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,reaction,0.17841876,attack,0.4534219,isomerism,0.37329036
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,phenotypes,0.21512172,defect,0.48261124,septal-defect,0.46157122
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,major,0.26991645,of,0.5153694,cardiac,0.3628927
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,research,0.4363063,great,0.4769435,cardiology,0.4363063
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,theme,0.4220403,cardiology,0.4220403,cardiology,0.4220403
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,phenotypes,0.21512172,defect,0.48261124,septal-defect,0.46157122
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,experience,0.38681114,of,0.5036937,congenital-heart-disease,0.45451656
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinical-experience,0.4146638,congenital-heart-disease,0.5367204,congenital-heart-disease,0.5367204
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergy,0.3915413,attack,0.39841455,cardiology,0.3915413
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food-allergy,0.3174482,heart-disease,0.35407925,heart-disease,0.35407925
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,predict,0.19493632,of,0.46450508,venous-return,0.34201604
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergic,0.26858273,attack,0.4407363,pulmonary,0.43133485
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,reactions,0.19414587,attack,0.51968586,isomerism,0.39114773
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergic-reactions,0.29277354,attack,0.43249238,heart-disease,0.42220777
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,allergic,0.26858273,attack,0.4407363,pulmonary,0.43133485
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,individuals,0.22123666,chd,0.4783952,chd,0.4783952
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,reaction,0.17841876,attack,0.4534219,isomerism,0.37329036
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,phenotypes,0.21512172,defect,0.48261124,septal-defect,0.46157122
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,severe,0.29645193,insufficiency,0.65468115,stenosis,0.5520288
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,many,0.34462097,great,0.5654564,deposits,0.36972266
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,hypersensitivities,0.19372627,with,0.44051754,syndrome,0.43251532
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,pathophysiology,0.33037353,syndrome,0.49234846,syndrome,0.49234846
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,cohorts,0.31992877,chd,0.47250944,chd,0.47250944
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,severe,0.29645193,insufficiency,0.65468115,stenosis,0.5520288
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,anaphylaxis,0.31226635,attack,0.45969447,thrombosis,0.44926143
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,practice,0.5339576,cardiology,0.5339576,cardiology,0.5339576
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clinical-practice,0.51884663,cardiology,0.51884663,cardiology,0.51884663
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,anaphylaxis,0.31226635,attack,0.45969447,thrombosis,0.44926143
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,caused,0.1752007,of,0.53973085,congenital,0.42777976
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,prescribe,0.39689106,failure,0.40008497,cardiology,0.39689106
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,eai,0.19398329,lai,0.46294764,lai,0.46294764
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,nonfood,0.21549867,mitral-regurgitation,0.3643021,mitral-regurgitation,0.3643021
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,triggers,0.19985464,of,0.51567614,heart-attack,0.39722702
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,integrating,0.34347022,of,0.50606865,single-ventricle,0.34793606
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,datasets,0.30227715,heartbeat,0.35513443,heartbeat,0.35513443
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,important,0.26857167,great,0.5369053,anomalous,0.32819813
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,area,0.34147155,left,0.4808709,stenosis,0.41823816
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,endotype,0.29205388,single-ventricle,0.41166753,single-ventricle,0.41166753
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,discovery,0.32526702,of,0.46573353,d-transposition,0.33412263
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,endotype-discovery,0.34342974,congenital-heart-disease,0.45770967,congenital-heart-disease,0.45770967
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,elsevier,0.3375554,cardiology,0.3375554,cardiology,0.3375554
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,inc,0.426326,arrythmia,0.44345117,arrythmia,0.44345117
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,current,0.39557698,of,0.4991414,flow,0.39574015
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,inability,0.237943,failure,0.52600026,clot,0.37616032
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patient,0.47667986,with,0.5110891,cardiology,0.47667986
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,management,0.48033568,cardiology,0.48033568,cardiology,0.48033568
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patient-management,0.49347812,cardiology,0.49347812,cardiology,0.49347812
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,one,0.3148334,single,0.6951874,anomaly,0.3884908
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patient,0.47667986,with,0.5110891,cardiology,0.47667986
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,one-patient,0.37053263,venous-return,0.47466394,venous-return,0.47466394
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,data,0.31118363,of,0.5086956,mi,0.36251363
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,sources,0.3096738,of,0.47692496,deposits,0.42191344
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,data-sources,0.38091695,cardiology,0.38091695,cardiology,0.38091695
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,available,0.34700432,with,0.5165225,cardiology,0.34700432
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,data,0.31118363,of,0.5086956,mi,0.36251363
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,available-data,0.32734206,venous-return,0.44035366,venous-return,0.44035366
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,similar,0.23582149,with,0.5905923,anomalous,0.3839321
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,way,0.312438,of,0.5753952,anomalous,0.40993068
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,emerging,0.36684948,great,0.54574025,cardiology,0.36684948
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,evidence,0.26946932,of,0.5239626,congestive,0.36117315
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,food,0.2925127,of,0.4080668,mitral-regurgitation,0.37309355
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,phenotypes,0.21512172,defect,0.48261124,septal-defect,0.46157122
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,exist,0.21226555,of,0.4884736,isomerism,0.35204807
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,research,0.4363063,great,0.4769435,cardiology,0.4363063
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,patient,0.47667986,with,0.5110891,cardiology,0.47667986
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,data,0.31118363,of,0.5086956,mi,0.36251363
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,way,0.312438,of,0.5753952,anomalous,0.40993068
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,emerging,0.36684948,great,0.54574025,cardiology,0.36684948
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,whether,0.24223731,of,0.49140224,myocardial,0.30518332
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,varies,0.25815567,of,0.58237076,anomalous,0.35784957
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,severity,0.26182276,disease,0.53417194,stenosis,0.46909103
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,robust,0.13868469,weak,0.46394548,heartbeat,0.35403174
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,results,0.29712585,of,0.53157276,blood,0.36869162
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,remains,0.35578477,intact,0.51469785,arrythmia,0.4135992
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,relevance,0.3301295,of,0.5866257,congenital-heart-disease,0.34820747
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,range,0.29700014,of,0.40102404,cardiac,0.33579552
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,published,0.36480254,of,0.4442843,cardiology,0.36480254
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,perhaps,0.30562022,of,0.598087,l-transposition,0.4098048
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,objective,0.2960808,of,0.5255821,flow,0.39260852
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,number,0.2521113,total,0.48291022,l-transposition,0.33454442
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,much,0.3522751,great,0.59738654,flow,0.382453
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,manner,0.18540666,with,0.42496896,contractions,0.388913
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,likely,0.34048563,of,0.55071557,congestive,0.42744756
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,improvements,0.3280268,great,0.45946363,single-ventricle,0.39016998
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,impacting,0.2723326,of,0.59977853,deposits,0.3630358
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,given,0.43020725,with,0.60330975,cardiology,0.43020725
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,g,0.21858013,single,0.41386712,ivs,0.37229383
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,future,0.43508387,great,0.53022015,cardiology,0.43508387
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,e,0.21868992,double,0.39788574,eb,0.38260236
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,discuss,0.45486575,great,0.48184678,cardiology,0.45486575
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,devices,0.3350111,single-ventricle,0.42037934,single-ventricle,0.42037934
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,determined,0.24003299,of,0.6221287,flow,0.40728092
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,decision,0.46018064,cardiology,0.46018064,cardiology,0.46018064
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,currently,0.4246831,of,0.5011201,cardiology,0.4246831
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,confirm,0.2632276,of,0.48014945,anomalous,0.34633434
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,conclusion,0.24339199,of,0.51551676,artery,0.33304232
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,community,0.41644448,great,0.43391618,cardiology,0.41644448
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,clearly,0.29165617,of,0.5921297,deposits,0.43008348
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,asthma,0.33560252,pulmonary,0.50573623,pulmonary,0.50573623
Reaction phenotypes in IgE-mediated food allergy and anaphylaxis.,another,0.37102824,single,0.67103195,mi,0.41113138
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,predict,0.19493632,of,0.46450508,venous-return,0.34201604
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
