Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Abstract, Downloaded?, FileNamePath
011620-201323,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,942,1000,31350037,Technology approaches to digital health literacy.,"Digital health literacy is an extension of health literacy and uses the same
operational definition, but in the context of technology. Technology solutions
have the potential to both promote health literacy or be a barrier. To be
effective, health technology solutions should go beyond building literacy and
numeracy skills to functional and critical skills, such as navigating the
healthcare system, communication with healthcare providers, and shared decision
making. New and emerging technologies are highlighted: AI/machine learning, voice
first, remote patient monitoring, wearables, and apps and web sites. Health
technology represents enormous promise in the building of digital health literacy
skills and improved health outcomes in patients with cardiovascular and other
chronic conditions. This is a promise, however, that is yet to be fulfilled.
TOPICS: Hypertension, Rehabilitation, Metabolic Syndrome, Health Policy, Risk
Factor.

Copyright © 2019 Elsevier B.V. All rights reserved.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31350037.pdf
011620-201325,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,943,1000,31348668,Prediction of Fraction Unbound in Microsomal and Hepatocyte Incubations: A Comparison of Methods across Industry Datasets.,"Erratum in
    Mol Pharm. 2019 Nov 4;16(11):4755.

The fraction unbound in the incubation, fu,inc, is an important parameter to
consider in the evaluation of intrinsic clearance measurements performed in vitro
in hepatocytes or microsomes. Reliable estimates of fu,inc based on a compound's 
structure have the potential to positively impact the screening timelines in drug
discovery. Previous works suggested that fu,inc is primarily driven by passive
processes and can be described using physicochemical properties such as
lipophilicity and the protonation state of the molecule. While models based on
these principles proved predictive in relatively small datasets that included
marketed drugs, their applicability domain has not been extensively explored. The
work presented here from the in silico ADME discussion group (part of the
International Consortium for Innovation through Quality in Pharmaceutical
Development, the IQ consortium) describes the accuracy of these models in large
proprietary datasets that include several thousand of compounds across chemical
space. Overall, the models do well for compounds with low lipophilicity. In other
words, the equations correctly predict that fu,inc is, in general, above 0.5 for 
compounds with a calculated logP of less than 3. When applied to lipophilic
compounds, the models failed to produce quantitatively accurate predictions of
fu,inc, with a high risk of underestimating binding properties. These models can,
therefore, be used quantitatively for less lipophilic compounds. On the other
hand, internal machine-learning models using a company's own proprietary dataset 
also predict compounds with higher lipophilicity reasonably well. Additionally,
the data shown indicate that microsomal binding is, in general, a good proxy for 
hepatocyte binding.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31348668.pdf
011620-201326,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,944,1000,31348189,Racial Misclassification in Mortality Records Among American Indians/Alaska Natives in Oklahoma From 1991 to 2015.,"OBJECTIVE: The primary purpose of this study was to compare age-adjusted
mortality rates before and after linkage with Indian Health Service records,
adjusting for racial misclassification. We focused on differences in racial
misclassification by gender, age, geographic differences, substate planning
districts, and cause of death. Our secondary purpose was to evaluate time trends 
in misclassification from 1991 to 2015.
DESIGN: Retrospective, descriptive study.
SETTING: Oklahoma.
PARTICIPANTS: Persons contained in the Oklahoma State Health Department Vital
Records.
MAIN OUTCOME MEASURES: To evaluate the age-adjusted mortality ratio pre- and
post-Indian Health Service record linkage (misclassification rate ratio) and to
evaluate the overall trend of racial misclassification on mortality records
measured through annual percent change (APC) and average annual percent change
(AAPC).
RESULTS: We identified 2 stable trends of racial misclassification upon death for
American Indians/Alaska Natives (AI/ANs) from 1991 to 2001 (APC: -0.2%; 95%
confidence interval: -1.4% to 1.0%) and from 2001 to 2005 (APC: -6.9%; 95%
confidence interval: -13.7% to 0.4%). However, the trend identified from 2005 to 
2015 decreased significantly (APC: -1.4%; 95% confidence interval: -2.5% to
-0.2%). For the last 5 years available (2011-2015), the racial misclassification 
adjustment resulted in higher mortality rates for AI/ANs reflecting an increase
from 1008 per 100 000 to 1305 per 100 000 with the linkage process. There were an
estimated 3939 AI/ANs in Oklahoma who were misclassified as another race upon
death in those 5 years, resulting in an underestimation of actual AI/AN deaths by
nearly 29%.
CONCLUSIONS: An important result of this study is that misclassification is
improving; however, this effort needs to be maintained and further improved.
Continued linkage efforts and public access to linked data are essential
throughout the United States to better understand the burden of disease in the
AI/AN population.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31348189.pdf
011620-201328,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,945,1000,31348088,The Use of Random Forests to Classify Amyloid Brain PET.,"PURPOSE: To evaluate random forests (RFs) as a supervised machine learning
algorithm to classify amyloid brain PET as positive or negative for amyloid
deposition and identify key regions of interest for stratification.
METHODS: The data set included 57 baseline F-florbetapir (Amyvid; Lilly,
Indianapolis, IN) brain PET scans in participants with severe white matter
disease, presenting with either transient ischemic attack/lacunar stroke or mild 
cognitive impairment from early Alzheimer disease, enrolled in a multicenter
prospective observational trial. Scans were processed using the MINC toolkit to
generate SUV ratios, normalized to cerebellar gray matter, and clinically read by
2 nuclear medicine physicians with interpretation based on consensus (35
negative, 22 positive). SUV ratio data and clinical reads were used for
supervised training of an RF classifier programmed in MATLAB.
RESULTS: A 10,000-tree RF, each tree using 15 randomly selected cases and 20
randomly selected features (SUV ratio per region of interest), with 37 cases for 
training and 20 cases for testing, had sensitivity = 86% (95% confidence interval
[CI], 42%-100%), specificity = 92% (CI, 64%-100%), and classification accuracy = 
90% (CI, 68%-99%). The most common features at the root node (key regions for
stratification) were (1) left posterior cingulate (1039 trees), (2) left middle
frontal gyrus (1038 trees), (3) left precuneus (857 trees), (4) right anterior
cingulate gyrus (655 trees), and (5) right posterior cingulate (588 trees).
CONCLUSIONS: Random forests can classify brain PET as positive or negative for
amyloid deposition and suggest key clinically relevant, regional features for
classification.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31348088.pdf
011620-201328,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,946,1000,31346948,Identification of clinically relevant features in hypertensive patients using penalized regression: a case study of cardiovascular events.,"Appropriate management of hypertensive patients relies on the accurate
identification of clinically relevant features. However, traditional statistical 
methods may ignore important information in datasets or overlook possible
interactions among features. Machine learning may improve the prediction accuracy
and interpretability of regression models by identifying the most relevant
features in hypertensive patients. We sought the most relevant features for
prediction of cardiovascular (CV) events in a hypertensive population. We used
the penalized regression models least absolute shrinkage and selection operator
(LASSO) and elastic net (EN) to obtain the most parsimonious and accurate models.
The clinical parameters and laboratory biomarkers were collected from the
clinical records of 1,471 patients receiving care at Mostoles University
Hospital. The outcome was the development of major adverse CV events. Cox
proportional hazards regression was performed alone and with penalized regression
analyses (LASSO and EN), producing three models. The modeling was performed using
10-fold cross-validation to fit the penalized models. The three predictive models
were compared and statistically analyzed to assess their classification accuracy,
sensitivity, specificity, discriminative power, and calibration accuracy. The
standard Cox model identified five relevant features, while LASSO and EN
identified only three (age, LDL cholesterol, and kidney function). The accuracies
of the models (prediction vs. observation) were 0.767 (Cox model), 0.754 (LASSO),
and 0.764 (EN), and the areas under the curve were 0.694, 0.670, and 0.673,
respectively. However, pairwise comparison of performance yielded no
statistically significant differences. All three calibration curves showed close 
agreement between the predicted and observed probabilities of the development of 
a CV event. Although the performance was similar for all three models, both
penalized regression analyses produced models with good fit and fewer features
than the Cox regression predictive model but with the same accuracy. This case
study of predictive models using penalized regression analyses shows that
penalized regularization techniques can provide predictive models for CV risk
assessment that are parsimonious, highly interpretable, and generalizable and
that have good fit. For clinicians, a parsimonious model can be useful where
available data are limited, as such a model can offer a simple but efficient way 
to model the impact of the different features on the prediction of CV events.
Management of these features may lower the risk for a CV event. Graphical
Abstract In a clinical setting, with numerous biological and laboratory features 
and incomplete datasets, traditional statistical methods may ignore important
information and overlook possible interactions among features. Our aim was to
identify the most relevant features to predict cardiovascular events in a
hypertensive population, using three different regression approaches for feature 
selection, to improve the prediction accuracy and interpretability of regression 
models by identifying the relevant features in these patients.",Captcha,NaN
011620-201328,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,947,1000,31346863,Urokinase Receptor Regulates Adhesion of Progenitor Cardiac Cells to Vitronectin.,"Vitronectin, extracellular matrix protein, plays an important role in embryonic
development and in organ and tissue reparation. A unique characteristic of
vitronectin is specific binding of various biological molecules, including
urokinase receptor (uPAR), extracellular matrix components, adhesion receptors,
growth factors, thus supporting the modulation of cell behavior. Vitronectin is
in fact not found in intact myocardium, while after infarction its level
increases significantly, which correlates with accumulation of uPAR+ progenitor
cardiac cells in the focus. The cells isolated from the heart of wild type mice
are characterized by higher adhesion to vitronectin than progenitor cardiac cells
from the myocardium of uPAR knockout mice. In addition, inhibition of urokinase
receptor with specific antibodies on the surface of the progenitor cardiac cells 
of wild type mice leads to attenuation of their adhesive activity and flattening 
on vitronectin matrix, which can be important for their distribution in the
postinfarction myocardium and realization of the reparative functions.",Captcha,NaN
011620-201329,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,948,1000,31346819,Development of a model for anemia of inflammation that is relevant to critical care.,"BACKGROUND: Anemia of inflammation (AI) is common in critically ill patients.
Although this syndrome negatively impacts the outcome of critical illness,
understanding of its pathophysiology is limited. Also, new therapies that
increase iron availability for erythropoiesis during AI are upcoming. A model of 
AI induced by bacterial infections that are relevant for the critically ill is
currently not available. This paper describes the development of an animal model 
for AI that is relevant for critical care research.
RESULTS: In experiments with rats, the rats were inoculated either repeatedly or 
with a slow release of Streptococcus pneumoniae or Pseudomonas aeruginosa. Rats
became ill, but their hemoglobin levels remained stable. The use of a higher dose
of bacteria resulted in a lethal model. Then, we turned to a model with longer
disease duration, using pigs that were supported by mechanical ventilation after 
inoculation with P. aeruginosa. The pigs became septic 12 to 24 h after
inoculation, with a statistically significant decrease in mean arterial pressure 
and base excess, while heart rate tended to increase. Pigs needed resuscitation
and vasopressor therapy to maintain a mean arterial pressure > 60 mmHg. After
72 h, the pigs developed anemia (baseline 9.9 g/dl vs. 72 h, 7.6 g/dl, p = 0.01),
characterized by statistically significant decreased iron levels, decreased
transferrin saturation, and increased ferritin. Hepcidin levels tended to
increase and transferrin levels tended to decrease.
CONCLUSIONS: Using pathogens commonly involved in pulmonary sepsis, AI could not 
be induced in rats. Conversely, in pigs, P. aeruginosa induced pulmonary sepsis
with concomitant AI. This AI model can be applied to study the pathophysiology of
AI in the critically ill and to investigate the effectivity and toxicity of new
therapies that aim to increase iron availability.",Captcha,NaN
011620-201329,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,949,1000,31346162,JMJD6 is a tumorigenic factor and therapeutic target in neuroblastoma.,"Chromosome 17q21-ter is commonly gained in neuroblastoma, but it is unclear which
gene in the region is important for tumorigenesis. The JMJD6 gene at 17q21-ter
activates gene transcription. Here we show that JMJD6 forms protein complexes
with N-Myc and BRD4, and is important for E2F2, N-Myc and c-Myc transcription.
Knocking down JMJD6 reduces neuroblastoma cell proliferation and survival in
vitro and tumor progression in mice, and high levels of JMJD6 expression in human
neuroblastoma tissues independently predict poor patient prognosis. In addition, 
JMJD6 gene is associated with transcriptional super-enhancers. Combination
therapy with the CDK7/super-enhancer inhibitor THZ1 and the histone deacetylase
inhibitor panobinostat synergistically reduces JMJD6, E2F2, N-Myc, c-Myc
expression, induces apoptosis in vitro and leads to neuroblastoma tumor
regression in mice, which are significantly reversed by forced JMJD6
over-expression. Our findings therefore identify JMJD6 as a neuroblastoma
tumorigenesis factor, and the combination therapy as a treatment strategy.",Captcha,NaN
011620-201330,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,950,1000,31344920,Smart Interactive Education System Based on Wearable Devices.,"Due to the popularity of smart devices, traditional one-way teaching methods
might not deeply attract school students' attention, especially for the junior
high school students, elementary school students, or even younger students, which
is a critical issue for educators. Therefore, we develop an intelligent
interactive education system, which leverages wearable devices (smart watches) to
accurately capture hand gestures of school students and respond instantly to
teachers so as to increase the interaction and attraction of school students in
class. In addition, through multiple physical information of school students from
the smart watch, it can find out the crux points of the learning process
according to the deep data analysis. In this way, it can provide teachers to make
instant adjustments and suggest school students to achieve multi-learning and
innovative thinking. The system is mainly composed of three components: (1) smart
interactive watch; (2) teacher-side smart application (App); and (3) cloud-based 
analysis system. Specifically, the smart interactive watch is responsible for
detecting the physical information and interaction results of school students,
and then giving feedback to the teachers. The teacher-side app will provide
real-time learning suggestions to adjust the teaching pace to avoid learning
disability. The cloud-based analysis system provides intelligent learning
advices, academic performance prediction and anomaly learning detection. Through 
field trials, our system has been verified that can potentially enhance teaching 
and learning processes for both educators and school students.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31344920.pdf
011620-201330,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,951,1000,31344332,Lipid-lowering agents for concurrent cardiovascular and chronic kidney disease.,"Introduction: Cardiovascular disease (CVD) frequently co-exists with chronic
kidney disease (CKD). Patients with concomitant CVD and CKD are at very high risk
of CVD events. Areas covered: This narrative review discusses the use of
hypolipidaemic drugs in patients with both CVD and CKD. Current guidelines are
considered together with the evidence from randomised controlled clinical trials.
Expert opinion: Statins are the first-line lipid-lowering therapy in patients
with CVD and CKD. Some statins require dose adjustments based on renal function, 
whereas atorvastatin does not. Ezetimibe can be prescribed in patients with CVD
and CKD, usually combined with a statin. According to current guidelines,
statin±ezetimibe therapy should not be initiated, but should be continued, in
dialysis-treated CKD patients. Fenofibrate (dose adjusted or contra-indicated
according to renal function) and omega 3 fatty acids lower triglyceride levels;
whether they also exert cardiorenal benefits in patients with CVD and CKD remains
to be established. The use of proprotein convertase subtilisin-kexin type 9
(PCSK9) inhibitors, cholesterol-reducing nutraceuticals, bempedoic acid and
apabetalone in such patients should be investigated. Patients with concomitant
CVD and CKD should be treated, in terms of lipid-lowering therapy, early and
intensively to minimize their very high risk and possibly, progression of CKD.",Captcha,NaN
011620-201332,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,952,1000,31343575,Differential Regulation of T-cell Immunity and Tolerance by Stromal Laminin Expressed in the Lymph Node.,"BACKGROUND: Stromal laminins α4 and α5 are differentially regulated in transplant
tolerance and immunity, respectively, resulting in altered T-cell trafficking. We
hypothesized that laminins directly regulated T-cell activation and polarization.
METHODS: Human and mouse CD4 T cells were activated in Th1, Th2, Th17, or
regulatory T cell (Treg) environments with/without laminin α4 and/or α5. Laminin 
α5 receptors were blocked with anti-α6 integrin or anti-α-dystroglycan (αDG)
monoclonal antibodies, and T-cell polarization was determined. T-cell receptor
transgenic TEa CD4 cells that recognized donor alloantigen were transferred into 
C57BL/6 mice that received alloantigen or cardiac allografts. Laminin receptors
were blocked, and TEa T-cell migration and differentiation were assessed. Laminin
expression was measured in several models of immunity and tolerance.
RESULTS: In diverse models, laminins α4 and α5 were differentially regulated.
Immunity was associated with decreased laminin α4:α5 ratio, while tolerance was
associated with an increased ratio. Laminin α4 inhibited CD4+ T-cell
proliferation and Th1, Th2, and Th17 polarization but favored Treg induction.
Laminin α5 favored T-cell activation and Th1, Th2, and Th17 polarization and
inhibited Treg. Laminin α5 was recognized by T cell integrin α6 and is important 
for activation and inhibition of Treg. Laminin α5 was also recognized by T cell
α-DG and required for Th17 differentiation. Anti-α6 integrin or anti-DG prolonged
allograft survival.
CONCLUSIONS: Laminins α4 and α5 are coinhibitory and costimulatory ligands for
human and mouse CD4 T cells, respectively. Laminins and their receptors modulate 
immune responses by acting as one of the molecular switches for immunity or
suppression.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31343575.pdf
011620-201333,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,953,1000,31342014,Aging Well: Using Precision to Drive Down Costs and Increase Health Quality.,"Efforts to provide patients with individualized treatments have led to tremendous
breakthroughs in healthcare. However, a precision medicine approach alone will
not offset the rapid increase in prevalence and burden of chronic
non-communicable illnesses that is continuing to pervade the world's aging
population. With rapid advances in technology, it is now possible to collect
digital metrics to assess, monitor and detect chronic disease indicators, much
earlier in the disease course, potentially redefining what was previously
considered asymptomatic to pre-symptomatic. Data science and artificial
intelligence can drive the discovery of digital biomarkers before the emergence
of overt clinical symptoms, thereby transforming the current healthcare approach 
from one centered on precision medicine to a more comprehensive focus on
precision health, and by doing so enable the possibility of preventing disease
altogether. Presented herein are the challenges to the current healthcare model
and the proposition of first steps for reversing the prevailing intractable trend
of rising healthcare costs and poorer health quality.",Captcha,NaN
011620-201333,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,954,1000,31341888,MiR-195-5p Promotes Cardiomyocyte Hypertrophy by Targeting MFN2 and FBXW7.,"Cardiac hypertrophy mainly predicts heart failure and is highly linked with
sudden loss of lives. MicroRNAs (miRNAs) play essential roles in the development 
of cardiac hypertrophy through binding to corresponding mRNA targets. In this
study, in order to investigate the roles of two mature forms of miRNA-195,
miR-195-3p, and miR-195-5p, in vitro and in vivo models of cardiac hypertrophy
were established by applying angiotensin II (Ang II) to H9c2 cardiomyocytes and
infusing chronic Ang II to mice, respectively. We found that miR-195-5p was
evidently equally upregulated in the in vitro and in vivo studies of cardiac
hypertrophy induced by Ang II. High expressed miR-195-5p could adequately promote
hypertrophy, whereas the suppression of miR-195-5p prevented hypertrophy of H9c2 
cardiomyocytes under Ang II treatment. Furthermore, the luciferase reporter
system demonstrated that MFN2 and FBWX7 were target genes of miR-195-5p, which
negatively regulated the expression of these two genes in H9c2 cells. By
contrast, in both models, expression of miR-195-3p was only slightly changed
without statistical significance. In addition, we observed a trend towards
decreased expression of hypertrophic markers by overexpressing miR-195-3p in
AngII-treated H9c2 cardiomyocytes in vitro. Taken together, our study indicates
that miR-195-5p promotes cardiac hypertrophy via targeting MFN2 and FBXW7 and may
provide promising therapeutic strategies for interfering cardiac hypertrophy.",Captcha,NaN
011620-201334,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,955,1000,31341629,Classification of healthcare data using hybridised fuzzy and convolutional neural network.,"Healthcare performs a key role in the health of humans in the world. While
gathering a huge amount of medical data, the problems will appear on the
classification of healthcare data. In this work, a fuzzy hybridised convolutional
neural network (FCNN) model is stated to guess the class of healthcare data. This
model collects the information from the data set and builds the decision table
based on the collected features from data sets. The attributes that are unrelated
are deleted by using principal component analysis algorithm. The decision of
normal and cardiac disease is described by using FCNN classifier. Using the data 
sets from UCI (University of California Irvine) repository the estimation of the 
presented model is carried on. The performance of the authors' classification
technique is measured by various metrics such as accuracy, F-measure, G-mean,
precision, and recall. The experimental results while compared with some of the
existing machine learning methods such as probabilistic neural network, support
vector machine and neural network, show the higher performance of FCNN. This
model presented in this work acts as a decision support pattern in healthcare for
therapeutic specialists.",Captcha,NaN
011620-201334,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,956,1000,31341036,Is there a role for prostanoid-mediated inhibition of IL-6 &lt;i&gt;trans&lt;/i&gt;-signalling in the management of pulmonary arterial hypertension?,"Inflammation has been highlighted as a key factor in pulmonary arterial
hypertension (PAH) development, particularly interleukin-6 (IL-6). IL-6 activates
JAK-STAT signalling to induce transcription of pro-inflammatory and
pro-angiogenic genes, enabling PAH progression, as well as the transcription of
suppressor of cytokine signalling 3 (SOCS3) which limits IL-6 signalling. Current
PAH therapies include prostanoid drugs which induce vasodilation via stimulating 
intracellular 3',5'-cyclic adenosine monophosphate (cAMP) levels. cAMP can also
inhibit IL-6-mediated endothelial dysfunction via the induction of SOCS3. Thus,
we propose that an important mechanism by which cAMP-mobilising prostanoid drugs 
limit PAH is by inhibiting IL-6-mediated pulmonary inflammation and remodelling
via SOCS3 inhibition of IL-6 signalling. Further clarification may result in
effective strategies with which to target the IL-6/JAK-STAT signalling pathway in
PAH.

© 2019 The Author(s). Published by Portland Press Limited on behalf of the
Biochemical Society.",Captcha,NaN
011620-201335,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,957,1000,31339057,Th2 CD4&lt;sup&gt;+&lt;/sup&gt; T Cells Are Necessary and Sufficient for Schistosoma-Pulmonary Hypertension.,"Background Inflammation underlies many forms of pulmonary hypertension (PH),
including that resulting from Schistosoma infection, a major cause of PH
worldwide. Schistosomiasis-associated PH is proximately triggered by embolization
of parasite eggs into the lungs, resulting in localized type 2 inflammation.
However, the role of CD4+ T cells in this disease is not well defined. Methods
and Results We used a mouse model of schistosomiasis-associated PH, induced by
intraperitoneal egg sensitization followed by intravenous egg challenge, with
outcomes including right ventricle systolic pressure measured by cardiac
catheterization, and cell density and phenotype assessed by flow cytometry. We
identified that embolization of Schistosoma eggs into lungs of egg-sensitized
mice increased the perivascular density of T-helper 2 (Th2) CD4+ T cells by
recruitment of cells from the circulation and triggered type 2 inflammation.
Parabiosis confirmed that egg embolization is required for localized type 2
immunity. We found Th2 CD4+ T cells were necessary for Schistosoma-induced PH,
given that deletion of CD4+ T cells or inhibiting their Th2 function protected
against type 2 inflammation and PH following Schistosoma exposure. We also
observed that adoptive transfer of Schistosoma-sensitized CD4+ Th2 cells was
sufficient to drive type 2 inflammation and PH. Conclusions Th2 CD4+ T cells are 
a necessary and sufficient component for the type 2 inflammation-induced PH
following Schistosoma exposure.",Captcha,NaN
011620-201335,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,958,1000,31338905,Coriolus versicolor alleviates diabetic cardiomyopathy by inhibiting cardiac fibrosis and NLRP3 inflammasome activation.,"Coriolus versicolor (CV) is a traditional medicine and food mushroom. Our
previous study demonstrated that CV extract exhibited anti-hyperglycemia and
anti-insulin resistance effects. However, the effect of CV on cardiac function in
diabetic cardiomyopathy (DCM) remains unclear. Therefore, we aimed to investigate
the effect of CV on cardiac function in diabetes mellitus (DM) rats. We found
that the cardiac dysfunction of DM rats was markedly improved by CV extract
treatment. CV extract administration significantly attenuated cardiac fibrosis in
DM rats, which was accompanied by suppressed transforming growth factor beta 1
(TGF-β1)/Smad signaling as indicated by decreased levels of TGF-β1, p-Smad2, and 
p-Smad3 and increased Smad7 expression. Moreover, CV extract treatment
significantly alleviated cardiac inflammation as shown by decreased levels of
NLRP3 receptor, cleaved caspase-1, IL-1β, and IL-18 in DM rats at least partly
due to the inhibition of the NF-κB. In addition, high-glucose treatment induced
cardiac fibrosis and increased cardiac inflammation in cardiac fibroblast cells, 
but these effects were ameliorated by CV extract treatment. Therefore, we
conclude that the protective effect of CV on DCM is associated with the
suppression of TGF-β1/Smad signaling and attenuation of NLRP3 inflammasome
activation, suggesting that CV extract may be a potential therapeutic agent for
DCM.

© 2019 John Wiley & Sons, Ltd.",Captcha,NaN
011620-201336,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,959,1000,31338374,Novel Metric Using Laplacian Eigenmaps to Evaluate Ischemic Stress on the Torso Surface.,"The underlying pathophysiology of myocardial ischemia is incompletely understood,
resulting in persistent difficulty of diagnosis. This limited understanding of
underlying mechanisms encourages a data driven approach, which seeks to identify 
patterns in the ECG data that can be linked statistically to disease states.
Laplacian Eigen-maps (LE) is a dimensionality reduction method popularized in
machine learning that we have shown in large animal experiments to identify
underlying ischemic stress both earlier in an ischemic episode, and more
robustly, than typical clinical markers. We have now extended this approach to
body surface potential mapping (BSPM) recordings acquired during acute, transient
ischemia episodes from animal and human PTCA studies. Our previous studies,
suggest that the LE approach is sensitive to the spatiotemporal
electrocardiographic consequences of ischemia-induced stress within the heart and
on the epicardial surface. In this study, we expand this technique to the body
surface of animals and humans. Across 10 episodes of induced ischemia in animals 
and 200 human recordings during PTCA, the LE algorithm was able to detect
ischemic events from BSPM as changes in the morphology of the resulting
trajectories while maintaining the superior temporal performance the LE-metric
has shown previously.",Captcha,NaN
011620-201336,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,960,1000,31337952,A Prediction Model of Essential Hypertension Based on Genetic and Environmental Risk Factors in Northern Han Chinese.,"Background: Essential hypertension (EH) is a chronic disease of universal high
prevalence and a well-established independent risk factor for cardiovascular and 
cerebrovascular events. The regulation of blood pressure is crucial for improving
life quality and prognoses in patients with EH. Therefore, it is of important
clinical significance to develop prediction models to recognize individuals with 
high risk for EH. Methods: In total, 965 subjects were recruited. Clinical
parameters and genetic information, namely EH related SNPs were collected for
each individual. Traditional statistic methods such as t-test, chi-square test
and multi-variable logistic regression were applied to analyze baseline
information. A machine learning method, mainly support vector machine (SVM), was 
adopted for the development of the present prediction models for EH. Results: Two
models were constructed for prediction of systolic blood pressure (SBP) and
diastolic blood pressure (DBP), respectively. The model for SBP consists of 6
environmental factors (age, BMI, waist circumference, exercise [times per week], 
parental history of hypertension [either or both]) and 1 SNP (rs7305099); model
for DBP consists of 6 environmental factors (weight, drinking, exercise [times
per week], TG, parental history of hypertension [either and both]) and 3 SNPs
(rs5193, rs7305099, rs3889728). AUC are 0.673 and 0.817 for SBP and DBP model,
respectively. Conclusions: The present study identified environmental and genetic
risk factors for EH in northern Han Chinese population and constructed prediction
models for SBP and DBP.",Captcha,NaN
011620-201337,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,961,1000,31337127,Effect of Different Classes of Antihypertensive Drugs on Endothelial Function and Inflammation.,"Hypertension is characterized by structural and functional changes in blood
vessels that travel with increased arterial stiffness, vascular inflammation, and
endothelial dysfunction. Some antihypertensive drugs have been shown to improve
endothelial function and reduce levels of inflammatory markers regardless of the 
effect of blood pressure lowering. Third-generation β-blockers, such as nebivolol
and carvedilol, because they have additional properties, have been shown to
improve endothelial function in patients with hypertension. Calcium channel
antagonists, because they have antioxidant effects, may improve endothelial
function and vascular inflammation.The Angiotensin Receptor Blocker (ARBs) are
able to improve endothelial dysfunction and vascular inflammation in patients
with hypertension and other cardiovascular diseases. Angiotensin converting
enzyme (ACE) inhibitors have shown beneficial effects on endothelial function in 
patients with hypertension and other cardiovascular diseases, however there are
few studies evaluating the effect of treatment with this class on the reduction
of C-reactive protein (CRP) levels. Further studies are needed to assess whether 
treatment of endothelial dysfunction and vascular inflammation may improve the
prognosis of patients with essential hypertension.",Captcha,NaN
