Document,Phrase,RakeVal,SimVal
Photoplethysmography based atrial fibrillation detection: a review.,primary,1.0,0.07534971833229065
Photoplethysmography based atrial fibrillation detection: a review.,presented,1.0,0.10993251949548721
Photoplethysmography based atrial fibrillation detection: a review.,photoplethysmography,1.0,0
Photoplethysmography based atrial fibrillation detection: a review.,mortality,1.0,0.27426618337631226
Photoplethysmography based atrial fibrillation detection: a review.,majority,1.0,0.026061898097395897
Photoplethysmography based atrial fibrillation detection: a review.,limitations,1.0,0.020679235458374023
Photoplethysmography based atrial fibrillation detection: a review.,introduced,1.0,0.0400276780128479
Photoplethysmography based atrial fibrillation detection: a review.,initiation,1.0,0.09276364743709564
Photoplethysmography based atrial fibrillation detection: a review.,inform,1.0,0.01317903958261013
Photoplethysmography based atrial fibrillation detection: a review.,health,1.0,0.31966903805732727
Photoplethysmography based atrial fibrillation detection: a review.,followed,1.0,0.06544908136129379
Photoplethysmography based atrial fibrillation detection: a review.,fitness,1.0,0.18124014139175415
Photoplethysmography based atrial fibrillation detection: a review.,extracted,1.0,0.012193005532026291
Photoplethysmography based atrial fibrillation detection: a review.,evidenced,1.0,-0.023355547338724136
Photoplethysmography based atrial fibrillation detection: a review.,discussion,1.0,0.10436347126960754
Photoplethysmography based atrial fibrillation detection: a review.,crucial,1.0,0.045712754130363464
Photoplethysmography based atrial fibrillation detection: a review.,consumer,1.0,0.12918971478939056
Photoplethysmography based atrial fibrillation detection: a review.,cases,1.0,0.1337328851222992
Photoplethysmography based atrial fibrillation detection: a review.,capable,1.0,0.04132876545190811
Photoplethysmography based atrial fibrillation detection: a review.,body,1.0,0.014940984547138214
Photoplethysmography based atrial fibrillation detection: a review.,author,1.0,0.1725224107503891
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",source r package flowmapr via,25.0,0.02748046233318746
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",mouse embryonic stem cells differentiating,24.5,0.041282980144023894
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell technologies present new opportunities,23.625,0.11003904938697814
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",gui )- based software tool,21.5,0.059671323746442795
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",vitro stem cell differentiation,16.125,0.10967454873025417
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",change across time points,15.666666666666666,0.04481137450784445
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",identify unique cell populations,15.625,0.07011363562196493
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",uses graph layout analysis,14.571428571428571,0.04619096498936415
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",previously published scrnaseq dataset,14.5,0.084927332897981
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell time course datasets,14.291666666666666,0.08688928745687008
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",sequential time ordering,9.666666666666666,0.040717649894456066
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell signaling dynamics,9.625,0.07717842360337575
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell rna sequencing,9.625,0.14709154143929482
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell datasets obtained,9.625,0.08115091112752755
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell analysis methods,9.196428571428571,0.07716615870594978
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",visualize cellular trajectories,9.0,0.08103281383713086
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",three germ layers,9.0,0.015514960512518883
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",resulting datasets makes,9.0,0.040843154614170395
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",one particular challenge,9.0,0.06298240336279075
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",many dynamic processes,9.0,0.05819833775361379
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",graphical user interface,9.0,0.03447173535823822
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",perform comprehensive analysis,7.571428571428571,0.09863713632027309
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map analysis side,6.571428571428571,0.06406636163592339
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",based commands,5.5,0.1051076091825962
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",experimental datasets,5.0,0.1543521136045456
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map analysis,4.571428571428571,0.08488576486706734
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",step analysis,4.071428571428571,0.05773446336388588
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",vivo development,4.0,0.20071841031312943
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",protocol takes,4.0,0.08096887031570077
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",mass cytometry,4.0,0.12563294544816017
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map algorithm,4.0,0.06980007514357567
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",drug resistance,4.0,0.07900293543934822
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",detailed description,4.0,0.01719026267528534
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",complex nature,4.0,0.008451268076896667
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",biological discovery,4.0,0.11704317480325699
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",perform flow,3.8,0.08166857808828354
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",flow cytometry,3.8,0.14311635494232178
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",developed flow,3.8,0.09296619892120361
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",xxx min,3.666666666666667,0.027676456607878208
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",xxx h,3.666666666666667,0.006312788464128971
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map approach,3.5,0.04827821999788284
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",dimensional single,3.5,0.048512762412428856
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",demonstrate flow,3.3,0.04625438153743744
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",gui,3.0,0.04591921716928482
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",analysis,2.5714285714285716,0.10335448384284973
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",scrnaseq,2.5,0
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",side,2.0,0.022427555173635483
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",perform,2.0,0.09922076761722565
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map,2.0,0.06641704589128494
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",flow,1.8,0.06411638855934143
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",xxx,1.6666666666666667,-0.015934890136122704
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",step,1.5,0.012114442884922028
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",single,1.5,0.015469912439584732
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",demonstrate,1.5,0.028392374515533447
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",approach,1.5,0.030139394104480743
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",using,1.0,-0.04173736274242401
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",use,1.0,0.0033735278993844986
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",track,1.0,0.04564104974269867
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",text,1.0,0.04602084308862686
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",synthetic,1.0,0.00509323924779892
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",provide,1.0,0.01998533308506012
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",open,1.0,0.04772356525063515
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",oncogenesis,1.0,0.18533475697040558
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",mesoderm,1.0,0.12716028094291687
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",including,1.0,0.06332606077194214
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",illustrate,1.0,-0.009545623324811459
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",high,1.0,0.06070782244205475
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",facilitate,1.0,0.07707814872264862
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",experiments,1.0,0.11820036172866821
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",endoderm,1.0,0.15505863726139069
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",emergence,1.0,0.041484735906124115
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",ectoderm,1.0,0.1283458173274994
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",complete,1.0,-0.01845567114651203
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",comparison,1.0,0.11286726593971252
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",challenging,1.0,0.0013546105474233627
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",applied,1.0,0.006987035274505615
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",advantageous,1.0,0.10459944605827332
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",addition,1.0,0.1140233725309372
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,yet available methods using pcr,23.166666666666668,-0.0036433180794119835
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,virus detection using msspe arboviral,20.46666666666667,0.09966944623738527
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,enriching targeted rna viral sequences,18.166666666666664,0.02730653714388609
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,successfully enriched using msspe,15.466666666666669,0.02615826080242793
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,additional target enrichment step,15.333333333333334,0.05413145758211613
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,haemorrhagic fever viral panels,15.166666666666666,0.05390750081278384
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,(± xxx %) increase,14.75,0.023331080563366413
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,simultaneously retaining metagenomic sensitivity,13.666666666666666,0.08221469447016716
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,spiked primer enrichment,9.333333333333334,-0.001618103434642156
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,median tenfold enrichment,9.333333333333334,0.09705824156602223
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,yellow fever viruses,9.166666666666666,0.008568771493931612
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,spectrum pathogen detection,9.0,0.10307461271683376
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,portable nanopore sequencers,9.0,0.11907924214998881
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,sensitivity pathogen identification,8.666666666666666,0.0676748404900233
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,xxx different viruses,8.416666666666666,0.025164537752668064
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,developed metagenomic sequencing,8.333333333333334,0.16355501115322113
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,method directly applicable,8.0,0.04245349392294884
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,viral outbreaks,5.666666666666666,0.03406250849366188
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,specifically targeted,5.5,0.06474586948752403
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,specific pcr,5.5,0.08915150165557861
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,metagenomic next,5.0,0.12817152589559555
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,"msspe ),",4.8,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,evaluated msspe,4.8,0.1149546355009079
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,mean xxx,4.75,0.030888752080500126
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,demonstrating xxx,4.75,0.013101867400109768
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,infecting viruses,4.666666666666666,0.021462706848978996
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,shotgun sequencing,4.333333333333334,0.095013995654881
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,generation sequencing,4.333333333333334,0.12652655690908432
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,titre infections,4.0,0.15311158820986748
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,proved useful,4.0,0.04149645706638694
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,plasma samples,4.0,0.11209489591419697
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,narrow scope,4.0,0.03682776726782322
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,mngs alone,4.0,0.04610326886177063
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,"mngs ),",4.0,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,lengthy protocols,4.0,0.1216435506939888
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,infected patients,4.0,0.2552550472319126
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,including powassan,4.0,0.06332606077194214
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,genomic surveillance,4.0,0.19439147785305977
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,genome coverage,4.0,0.09967924654483795
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,generally needed,4.0,0.02674674242734909
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,field use,4.0,0.058196757920086384
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,either benchtop,4.0,0.11202492192387581
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,diagnostic laboratory,4.0,0.3936236500740051
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,clinical samples,4.0,0.27576604671776295
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,capture probes,4.0,0.07700442895293236
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,low cost,3.5,0.04937576688826084
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,high cost,3.5,0.047133004292845726
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,sequences,3.0,0.03171074762940407
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,rna,3.0,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,detection,3.0,0.17702502012252808
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,msspe,2.8,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,sensitivity,2.6666666666666665,0.0724399983882904
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,method,2.0,0.016362402588129044
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,low,1.5,0.06519334763288498
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,high,1.5,0.06070782244205475
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,zika,1.0,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,yielding,1.0,0.021416712552309036
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,usutu,1.0,0
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,simple,1.0,-0.0471973717212677
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,priori,1.0,0.06202193722128868
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,pathogens,1.0,0.09530304372310638
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,notably,1.0,0.056873396039009094
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,making,1.0,-0.03939424455165863
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,limited,1.0,0.009723823517560959
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,fast,1.0,0.029178690165281296
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,emerging,1.0,0.12356212735176086
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,ebola,1.0,0.021312974393367767
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,dna,1.0,-0.015949951484799385
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,deployable,1.0,0.03742877021431923
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,dengue,1.0,0.12166149169206619
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,cross,1.0,0.1382628083229065
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,contamination,1.0,0.02167564444243908
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,comparable,1.0,0.07046344876289368
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,co,1.0,0.08638649433851242
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,chikungunya,1.0,0.12630540132522583
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,broad,1.0,0.06394508481025696
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,breadth,1.0,0.07947862148284912
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,accuracy,1.0,0.05023651197552681
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,random forest classification algorithm revealed,23.0,0.023757678642868995
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,dnam markers across three tissues,18.733333333333334,0.0709637813270092
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,three different sample sources,16.5,0.041682141716592014
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,peripheral blood mononuclear cells,15.666666666666666,0.16128713637590408
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,central airway epithelial cells,15.166666666666666,0.12305069155991077
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,rapgefxxx gene might interact,15.0,0.06221134463946024
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,based dnam signatures exerted,14.166666666666666,0.01980481979747613
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,specific dnam markers classify,13.566666666666666,0.04337199653188387
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,"pbmc -, nec -,",13.0,0.11377857625484467
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,wide dna methylation levels,12.5,0.05782374134287238
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,"xxx ), xxx loci",10.666666666666666,0.02788062517841657
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,nasal epithelial cells,10.166666666666666,0.1074996069073677
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,asthma across tissues,10.166666666666666,0.1304762860139211
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,machine learning algorithm,10.0,0.048465583473443985
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,lower classification error,10.0,0.029133873681227367
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,based dnam markers,9.566666666666666,0.06165548413991928
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,associated methylation markers,9.4,0.0851381594936053
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,overlap analysis across,9.166666666666666,0.08697239061196645
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,unique pathophysiological processes,8.5,0.09294130156437556
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,top xxx asthma,8.0,0.08313834853470325
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,obtained xxx subjects,8.0,0.040198939541975655
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,bag errors using,8.0,-0.02964676295717557
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,predict asthma risk,7.0,0.148760624229908
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,specific markers,6.4,0.06364664807915688
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,dna methylation,6.0,0.0501743545755744
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,dnam levels,5.666666666666666,0.04464932531118393
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,xxx loci,5.5,0.04978838283568621
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,analysis based,5.5,0.09426182880997658
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,"xxx ),",5.166666666666666,-0.015934890136122704
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,xxx subjects,5.0,0.060638112016022205
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,cdhxxx gene,5.0,0.13568075001239777
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,xxx controls,4.5,0.021380837075412273
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,xxx ).,4.5,-0.015934890136122704
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pathway levels,4.5,0.0496255848556757
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pathological processes,4.5,0.11578480899333954
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,jointly predict,4.5,0.03758827969431877
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,efficacy levels,4.5,0.11919186636805534
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,"necs ),",4.166666666666666,0
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,results using,4.0,0.011758856475353241
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pivotal role,4.0,0.06431124173104763
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pathological changes,4.0,0.08055469393730164
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,optimal subset,4.0,0.10311964154243469
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,measured using,4.0,0.01618562638759613
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,may play,4.0,0.02951589785516262
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,key role,4.0,0.05408843792974949
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,investigate shared,4.0,0.04026031494140625
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,diagnostic performance,4.0,0.26163750514388084
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,current study,4.0,0.1360595915466547
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,cpg sites,4.0,0.05223437398672104
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,also discovered,4.0,0.029014802537858486
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,locus interaction,3.666666666666667,0.05765111744403839
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,locus effects,3.666666666666667,0.0617215633392334
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pbmcs ).,3.5,0
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,cell junction,3.5,0.08838457986712456
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,dnam,3.1666666666666665,0
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,xxx,2.5,-0.015934890136122704
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pbmc,2.5,0
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,nec,2.5,0.11377857625484467
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,asthma,2.5,0.2230728715658188
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,using,2.0,-0.04173736274242401
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,risk,2.0,0.19420234858989716
