DateTime,Keyword,Title,URL,Abstract,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
011620-185903,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Apolipoprotein-AI mimetic peptides D-4F and L-5F decrease hepatic inflammation and increase insulin sensitivity in C57BL/6 mice.,/pubmed/31914125,"BACKGROUND: Apolipoprotein-AI (apo-AI) is the major apolipoprotein found in high 
density lipoprotein particles (HDLs). We previously demonstrated that apo-AI
injected directly into high-fat diet fed mice improved insulin sensitivity
associated with decreased hepatic inflammation. While our data provides
compelling proof of concept, apoA-I mimetic peptides are more clinically
feasible. The aim of this study was to test whether apo-AI mimetic peptide (D-4F 
and L-5F) treatment will emulate the effects of full-length apo-AI to improve
insulin sensitivity.
METHODS: Male C57BL/6 mice were fed a high-fat diet for 16 weeks before receiving
D4F mimetic peptide administered via drinking water or L5F mimetic peptide
administered by intraperitoneal injection bi-weekly for a total of five weeks.
Glucose tolerance and insulin tolerance tests were conducted to assess the
effects of the peptides on insulin resistance. Effects of the peptides on
inflammation, gluconeogenic enzymes and lipid synthesis were assessed by
real-time PCR of key markers involved in the respective pathways.
RESULTS: Treatment with apo-AI mimetic peptides D-4F and L-5F showed: (i)
improved blood glucose clearance (D-4F 1.40-fold AUC decrease compared to HFD,
P<0.05; L-4F 1.17-fold AUC decrease compared to HFD, ns) in the glucose tolerance
test; (ii) improved insulin tolerance (D-4F 1.63-fold AUC decrease compared to
HFD, P<0.05; L-5F 1.39-fold AUC compared to HFD, P<0.05) in the insulin tolerance
test. The metabolic test results were associated with (i) decreased hepatic
inflammation of SAA1, IL-1β IFN-γ and TNFα (2.61-5.97-fold decrease compared to
HFD, P<0.05) for both mimetics; (ii) suppression of hepatic mRNA expression of
gluconeogenesis-associated genes (PEPCK and G6Pase; 1.66-3.01-fold decrease
compared to HFD, P<0.001) for both mimetics; (iii) lipogenic-associated genes,
(SREBP1c and ChREBP; 2.15-3.31-fold decrease compared to HFD, P<0.001) for both
mimetics and; (iv) reduced hepatic macrophage infiltration (F4/80 and CD68;
1.77-2.15-fold compared to HFD, P<0.001) for both mimetics.
CONCLUSION: Apo-AI mimetic peptides treatment led to improved glucose
homeostasis. This effect is associated with reduced expression of inflammatory
markers in the liver and reduced infiltration of macrophages, suggesting an
overall suppression of hepatic inflammation. We also showed altered expression of
genes associated with gluconeogenesis and lipid synthesis, suggesting that
glucose and lipid synthesis is suppressed. These findings suggest that apoA-I
mimetic peptides could be a new therapeutic option to reduce hepatic inflammation
that contributes to the development of overnutrition-induced insulin resistance.","McGrath KC, Li X, Twigg SM, Heather AK.",PloS one. doi: 10.1371/journal.pone.0226931. Journal Article.,PloS one. 2020,PubMed,Journal Article,PMID:31914125,pubmed,31914125,create date: 2020/01/08 | first author: McGrath KC
011620-185906,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",PPLK&lt;sup&gt;+&lt;/sup&gt;C: A Bioinformatics Tool for Predicting Peptide Ligands of Potassium Channels Based on Primary Structure Information.,/pubmed/31912313,"Potassium channels play a key role in regulating the flow of ions through the
plasma membrane, orchestrating many cellular processes including cell volume
regulation, hormone secretion and electrical impulse formation. Ligand peptides
of potassium channels are molecules used in basic and applied research and are
now considered promising alternatives in the treatment of many diseases, such as 
cardiovascular diseases and cancer. Currently, there are various bioinformatics
tools focused on the prediction of peptides with different activities. However,
none of the current tools can predict ligand peptides of potassium channels. In
this work, we developed a tool called PPLK+C; this is the first tool that can
predict peptide ligands of potassium channels. We also evaluated several amino
acid molecular features and four machine-learning algorithms for the prediction
of potassium channel ligand peptides: random forest, nearest neighbors, support
vector machine and artificial neural network. All the biological data used in
this study for training and validating models were obtained from peptides with
experimentally verified activity. PPLK+C is a bioinformatics software written in 
the Python programming language, which showed a high predictive capacity with a
model generated with the random forest algorithm: 0.77 sensitivity, 0.94
specificity, 0.91 accuracy and 0.70 Matthews correlation coefficient. PPLK+C is a
novel tool with a friendly interface that can be used for the discovery of novel 
ligand peptides of potassium channels with high reliability, using only primary
structure information.","Lissabet JFB, Belén LH, Farias JG.","Interdisciplinary sciences, computational life sciences. doi: 10.1007/s12539-019-00356-5. Journal Article.","Interdisciplinary sciences, computational life sciences. 2020",PubMed,Journal Article,PMID:31912313,pubmed,31912313,create date: 2020/01/07 | first author: Lissabet JFB
011620-185908,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Machine learning: a long way from implementation in cardiovascular disease.,/pubmed/31911505,"DOI: 10.1136/heartjnl-2019-316030 
PMID: 31911505 

Conflict of interest statement: Competing interests: None declared.

","Chen S, Banerjee A.",Heart (British Cardiac Society). pii: heartjnl-2019-316030. doi: 10.1136/heartjnl-2019-316030. Editorial.,Heart (British Cardiac Society). 2020,PubMed,Editorial,PMID:31911505,pubmed,31911505,create date: 2020/01/07 | first author: Chen S
011620-185914,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Identification of novel pheno-groups in heart failure with preserved ejection fraction using machine learning.,/pubmed/31911501,"OBJECTIVE: Heart failure with preserved ejection fraction (HFpEF) is a
heterogeneous syndrome. We aimed to derive HFpEF phenotype-based groups
('phenogroups') based on clinical and echocardiogram data using machine learning,
and to compare clinical characteristics, proteomics and outcomes across the
phenogroups.
METHODS: We applied model-based clustering to 32 echocardiogram and 11 clinical
and laboratory variables collected in stable condition from 320 HFpEF outpatients
in the Karolinska-Rennes cohort study (56% female, median 78 years (IQR: 71-83)).
Baseline proteomics and the composite end point of all-cause mortality or heart
failure (HF) hospitalisation were used in secondary analyses.
RESULTS: We identified six phenogroups, for which significant differences in the 
prevalence of concomitant atrial fibrillation (AF), anaemia and kidney disease
were observed (p<0.05). Fifteen out of 86 plasma proteins differed between
phenogroups (false discovery rate, FDR<0.05), including biomarkers of HF, AF and 
kidney function. The composite end point was significantly different between
phenogroups (log-rank p<0.001), at short-term (100 days), mid-term (18 months)
and longer-term follow-up (1000 days). Phenogroup 2 was older, with poorer
diastolic and right ventricular function and higher burden of risk factors as AF 
(85%), hypertension (83%) and chronic obstructive pulmonary disease (30%). In
this group a third experienced the primary outcome to 100 days, and two-thirds to
18 months (HR (95% CI) versus phenogroups 1, 3, 4, 5, 6: 1.5 (0.8-2.9); 5.7
(2.6-12.8); 2.9 (1.5-5.6); 2.7 (1.6-4.6); 2.1 (1.2-3.9)).
CONCLUSIONS: Using machine learning we identified distinct HFpEF phenogroups with
differential characteristics and outcomes, as well as differential levels of
inflammatory and cardiovascular proteins.

© Author(s) (or their employer(s)) 2020. No commercial re-use. See rights and
permissions. Published by BMJ.","Hedman ÅK, Hage C, Sharma A, Brosnan MJ, Buckbinder L, Gan LM, Shah SJ, Linde CM, Donal E, Daubert JC, Mälarstig A, Ziemek D, Lund L.",Heart (British Cardiac Society). pii: heartjnl-2019-315481. doi: 10.1136/heartjnl-2019-315481. Journal Article.,Heart (British Cardiac Society). 2020,PubMed,Journal Article,PMID:31911501,pubmed,31911501,create date: 2020/01/07 | first author: Hedman ÅK
011620-185918,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Machine Learning in Fetal Cardiology: What to Expect.,/pubmed/31910421,"In fetal cardiology, imaging (especially echocardiography) has demonstrated to
help in the diagnosis and monitoring of fetuses with a compromised cardiovascular
system potentially associated with several fetal conditions. Different ultrasound
approaches are currently used to evaluate fetal cardiac structure and function,
including conventional 2-D imaging and M-mode and tissue Doppler imaging among
others. However, assessment of the fetal heart is still challenging mainly due to
involuntary movements of the fetus, the small size of the heart, and the lack of 
expertise in fetal echocardiography of some sonographers. Therefore, the use of
new technologies to improve the primary acquired images, to help extract
measurements, or to aid in the diagnosis of cardiac abnormalities is of great
importance for optimal assessment of the fetal heart. Machine leaning (ML) is a
computer science discipline focused on teaching a computer to perform tasks with 
specific goals without explicitly programming the rules on how to perform this
task. In this review we provide a brief overview on the potential of ML
techniques to improve the evaluation of fetal cardiac function by optimizing
image acquisition and quantification/segmentation, as well as aid in improving
the prenatal diagnoses of fetal cardiac remodeling and abnormalities.

© 2020 S. Karger AG, Basel.","Garcia-Canadilla P, Sanchez-Martinez S, Crispi F, Bijnens B.","Fetal diagnosis and therapy. doi: 10.1159/000505021. Journal Article, Review.",Fetal diagnosis and therapy. 2020,PubMed,"Journal Article, Review",PMID:31910421,pubmed,31910421,create date: 2020/01/07 | first author: Garcia-Canadilla P
011620-185921,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Label-Free Tomographic Imaging of Lipid Droplets in Foam Cells for Machine-Learning-Assisted Therapeutic Evaluation of Targeted Nanodrugs.,/pubmed/31909985,"Lipid droplet (LD) accumulation, a key feature of foam cells, constitutes an
attractive target for therapeutic intervention in atherosclerosis. However,
despite advances in cellular imaging techniques, current noninvasive and
quantitative methods have limited application in living foam cells. Here, using
optical diffraction tomography (ODT), we performed quantitative morphological and
biophysical analysis of living foam cells in a label-free manner. We identified
LDs in foam cells by verifying the specific refractive index using correlative
imaging comprising ODT integrated with three-dimensional fluorescence imaging.
Through time-lapse monitoring of three-dimensional dynamics of label-free living 
foam cells, we precisely and quantitatively evaluated the therapeutic effects of 
a nanodrug (mannose-polyethylene glycol-glycol chitosan-fluorescein
isothiocyanate-lobeglitazone; MMR-Lobe) designed to affect the targeted delivery 
of lobeglitazone to foam cells based on high mannose receptor specificity.
Furthermore, by exploiting machine-learning-based image analysis, we further
demonstrated therapeutic evaluation at the single-cell level. These findings
suggest that refractive index measurement is a promising tool to explore new
drugs against LD-related metabolic diseases.","Park S, Ahn JW, Jo Y, Kang HY, Kim HJ, Cheon Y, Kim JW, Park Y, Lee S, Park K.",ACS nano. doi: 10.1021/acsnano.9b07993. Journal Article.,ACS nano. 2020,PubMed,Journal Article,PMID:31909985,pubmed,31909985,create date: 2020/01/10 | first author: Park S
011620-185923,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Supervised machine learning models applied to disease diagnosis and prognosis.,/pubmed/31909063,"This work analyses the diagnosis and prognosis of cancer and heart disease data
using five Machine Learning (ML) algorithms. We compare the predictive ability of
all the ML algorithms to breast cancer and heart disease. The important variables
that causes cancer and heart disease are also studied. We predict the test data
based on the important variables and compute the prediction accuracy using the
Receiver Operating Characteristic (ROC) curve. The Random Forest (RF) and
Principal Component Regression (PCR) provides the best performance in analyzing
the breast cancer and heart disease data respectively.

© 2019 the Author(s), licensee AIMS Press.","Mariani MC, Tweneboah OK, Bhuiyan MAM.",AIMS public health. doi: 10.3934/publichealth.2019.4.405. Journal Article.,AIMS public health. 2019,PubMed,Journal Article,PMID:31909063,pubmed,31909063,create date: 2019/10/17 | first author: Mariani MC
011620-185930,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Glucocorticoids rapidly activate cAMP production via G&lt;sub&gt;αs&lt;/sub&gt; to initiate non-genomic signaling that contributes to one-third of their canonical genomic effects.,/pubmed/31908022,"Glucocorticoids are widely used for the suppression of inflammation, but evidence
is growing that they can have rapid, non-genomic actions that have been
unappreciated. Diverse cell signaling effects have been reported for
glucocorticoids, leading us to hypothesize that glucocorticoids alone can swiftly
increase the 3',5'-cyclic adenosine monophosphate (cAMP) production. We found
that prednisone, fluticasone, budesonide, and progesterone each increased cAMP
levels within 3 minutes without phosphodiesterase inhibitors by measuring
real-time cAMP dynamics using the cAMP difference detector in situ assay in a
variety of immortalized cell lines and primary human airway smooth muscle (HASM) 
cells. A membrane- impermeable glucocorticoid showed similarly rapid stimulation 
of cAMP, implying that responses are initiated at the cell surface. siRNA
knockdown of Gαs virtually eliminated glucocorticoid-stimulated cAMP responses,
suggesting that these drugs activate the cAMP production via a G protein-coupled 
receptor. Estradiol had small effects on cAMP levels but G protein estrogen
receptor antagonists had little effect on responses to any of the glucocorticoids
tested. The genomic and non-genomic actions of budesonide were analyzed by
RNA-Seq analysis of 24 hours treated HASM, with and without knockdown of Gαs . A 
140-gene budesonide signature was identified, of which 48 genes represent a
non-genomic signature that requires Gαs signaling. Collectively, this non-genomic
cAMP signaling modality contributes to one-third of the gene expression changes
induced by glucocorticoid treatment and shifts the view of how this important
class of drugs exerts its effects.

© 2019 The Authors. The FASEB Journal published by Wiley Periodicals, Inc. on
behalf of Federation of American Societies for Experimental Biology.","Nuñez FJ, Johnstone TB, Corpuz ML, Kazarian AG, Mohajer NN, Tliba O, Panettieri RA Jr, Koziol-White C, Roosan MR, Ostrom RS.",FASEB journal : official publication of the Federation of American Societies for Experimental Biology. doi: 10.1096/fj.201902521R. Journal Article.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology. 2019,PubMed,Journal Article,PMID:31908022,pubmed,31908022,create date: 2019/12/27 | first author: Nuñez FJ
011620-185935,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Protein kinase C-delta inhibition is organ-protective, enhances pathogen clearance, and improves survival in sepsis.",/pubmed/31908004,"Sepsis is a leading cause of morbidity and mortality in intensive care units.
Previously, we identified Protein Kinase C-delta (PKCδ) as an important regulator
of the inflammatory response in sepsis. An important issue in development of
anti-inflammatory therapeutics is the risk of immunosuppression and inability to 
effectively clear pathogens. In this study, we investigated whether PKCδ
inhibition prevented organ dysfunction and improved survival without compromising
pathogen clearance. Sprague Dawley rats underwent sham surgery or cecal ligation 
and puncture (CLP) to induce sepsis. Post-surgery, PBS or a PKCδ inhibitor
(200µg/kg) was administered intra-tracheally (IT). At 24 hours post-CLP, there
was evidence of lung and kidney dysfunction. PKCδ inhibition decreased leukocyte 
influx in these organs, decreased endothelial permeability, improved gas
exchange, and reduced blood urea nitrogen/creatinine ratios indicating organ
protection. PKCδ inhibition significantly decreased bacterial levels in the
peritoneal cavity, spleen and blood but did not exhibit direct bactericidal
properties. Peritoneal chemokine levels, neutrophil numbers, or macrophage
phenotypes were not altered by PKCδ inhibition. Peritoneal macrophages isolated
from PKCδ inhibitor-treated septic rats demonstrated increased bacterial
phagocytosis. Importantly, PKCδ inhibition increased survival. Thus, PKCδ
inhibition improved survival and improved survival was associated with increased 
phagocytic activity, enhanced pathogen clearance, and decreased organ injury.

© 2019 Federation of American Societies for Experimental Biology.","Liverani E, Tursi SA, Cornwell WD, Mondrinos MJ, Sun S, Buttaro BA, Wolfson MR, Rogers TJ, Tükel Ç, Kilpatrick LE.",FASEB journal : official publication of the Federation of American Societies for Experimental Biology. doi: 10.1096/fj.201900897R. Journal Article.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology. 2019,PubMed,Journal Article,PMID:31908004,pubmed,31908004,create date: 2019/12/23 | first author: Liverani E
011620-185937,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Innovations in pharmacological treatment of heart failure.,/pubmed/31906682,"Innovations in pharmacological treatment of heart failure.

Vítovec J, Špinar J, Špinarová L.

The main goal of the heart failure treatment is the decrease of mortality and
morbidity, especially improvement of quality of life and decrease of
hospitalisations. ACE inhibitors are the cornerstone of the treatment, MRA should
be added to ACEI. Angiotensin receptor blockers (ARB) are indicated in the case
of ACE inhibitors intolerance. Betablockers in maximal tolerated doses should be 
added to the renin angiotensin blockade. Diuretics are given to the symptoms
relieve - dyspnoe or oedema. Digoxin is indicated in selected patients. There are
3 new promising groups of drugs: (1) Angiotensin Receptor-Neprilysin Inhibitor - 
ARNI - Sacubitril/Valsartan can replace the ACEI according to the results of the 
PARADIGM-HF trial. (2) Sodium-glucose co-transporter-2 (SGLT2) inhibitors in
patients with diabetes mellitus. (3) A hughe clinical research is done with
omecamtiv mecarbil and others perspective drugs.


PMID: 31906682  [Indexed for MEDLINE]

","Vítovec J, Špinar J, Špinarová L.",Vnitrni lekarstvi. . Journal Article.,Vnitrni lekarstvi. 2019,PubMed,Journal Article,PMID:31906682,pubmed,31906682,create date: 2019/01/01 | first author: Vítovec J
011620-185947,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Prediction of 30-Day Readmission for COPD Patients Using Accelerometer-Based Activity Monitoring.,/pubmed/31905995,"Chronic obstructive pulmonary disease (COPD) claimed 3.0 million lives in 2016
and ranked 3rd among the top 10 global causes of death. Moreover, once diagnosed 
and discharged from the hospital, the 30-day readmission risk in COPD patients is
found to be the highest among all chronic diseases. The existing diagnosis
methods, such as Global Initiative for Chronic Obstructive Lung Disease (GOLD)
2019, Body-mass index, airflow Obstruction, Dyspnea, and Exercise (BODE) index,
modified Medical Research Council (mMRC), COPD assessment test (CAT), 6-minute
walking distance, which are adopted currently by physicians cannot predict the
potential readmission of COPD patients, especially within the 30 days after
discharge from the hospital. In this paper, a statistical model was proposed to
predict the readmission risk of COPD patients within 30-days by monitoring their 
physical activity (PA) in daily living with accelerometer-based wrist-worn
wearable devices. This proposed model was based on our previously reported PA
models for activity index (AI) and regularity index (RI) and it introduced a new 
parameter, quality of activity (QoA), which incorporates previously proposed
parameters, such as AI and RI, with other activity-based indices to predict the
readmission risk. Data were collected from continuous PA monitoring of 16 COPD
patients after hospital discharge as test subjects and readmission prediction
criteria were proposed, with a 63% sensitivity and a 37.78% positive prediction
rate. Compared to other clinical assessment, diagnosis, and prevention methods,
the proposed model showed significant improvement in predicting the 30-day
readmission risk.","Lin WY, Verma VK, Lee MY, Lin HC, Lai CS.","Sensors (Basel, Switzerland). pii: E217. doi: 10.3390/s20010217. Journal Article.","Sensors (Basel, Switzerland). 2019",PubMed,Journal Article,PMID:31905995,pubmed,31905995,create date: 2019/12/30 | first author: Lin WY
011620-185949,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Origin of Monocytes/Macrophages Contributing to Chronic Inflammation in Chagas Disease: SIRT1 Inhibition of FAK-NFκB-Dependent Proliferation and Proinflammatory Activation of Macrophages.,/pubmed/31905606,"BACKGROUND: Trypanosoma cruzi (Tc) causes Chagas disease (CD) that is the most
frequent cause of heart failure in Latin America. TNF-α+ monocytes/macrophages
(Mo/Mφ) are associated with inflammatory pathology in chronic CD. In this study, 
we determined the progenitor lineage of Mo/Mφ contributing to inflammation and
examined the regulatory role of SIRT1 in modulating the Mo/Mφ response in Chagas 
disease.
METHODS AND RESULTS: C57BL/6 mice were infected with Tc, treated with SIRT1
agonist (SRT1720) after control of acute parasitemia, and monitored during
chronic phase (150 days post-infection). Flow cytometry studies showed an
increase in maturation of bone marrow hematopoietic stem cell (HSC)-derived Mo of
proinflammatory and anti-inflammatory phenotype in acutely- and
chronically-infected mice; however, these cells were not increased in splenic
compartment of infected mice. Instead, yolk-sac-derived CD11b+ F4/80+ Mo/Mφ were 
increased in sinusoidal compartment of Chagas mice. The splenic CD11b+ F4/80+
Mo/Mφ of Chagas (vs. control) mice exhibited increased mRNA, protein, and surface
expression of markers of proinflammatory phenotype (CD80+/CD64+ > CD200+/CD206+) 
associated with proinflammatory cytokines response (IL-6+TNF-α >> Arg-1+IL-10),
and these were also detected in the myocardium of chronically infected mice.
Infected mice treated with SRT1720 (vs. infected/untreated) exhibited decreased
splenic expansion and myocardial infiltration of proinflammatory Mo/Mφ. SRT1720
did not alter the inherent capability of splenic Mo/Mφ of Chagas mice to respond 
to pathogen stimulus. Instead, SRT1720 dampened the Tc-induced increase in the
expression and/or phosphorylation of focal adhesion kinase (FAK) and downstream
transcription factors (Pu.1, c-Myb, and Runx1) involved in Mφ proliferation and
migration and Notch1 involved in functional activation. Studies in cultured Mφ
confirmed the agonistic effects of SIRT1 in controlling the Tc-induced,
FAK-dependent increase in the expression of transcription factors and showed that
SIRT1 agonist and FAK inhibitor abrogated the NF-κB transcriptional activity and 
inflammatory cytokine gene expression in Tc-infected Mφ.
CONCLUSIONS: The proinflammatory Mo/Mφ of yolk sac origin drive the splenic and
tissue inflammatory response in chronic CD. SRT1720 reprogrammed the Tc-induced
FAK-dependent transcription factors involved in Mφ proliferation and
proinflammatory activation in Chagas disease.","Wan X, Chowdhury IH, Jie Z, Choudhuri S, Garg NJ.",Cells. pii: E80. doi: 10.3390/cells9010080. Journal Article.,Cells. 2019,PubMed,Journal Article,PMID:31905606,pubmed,31905606,create date: 2019/12/28 | first author: Wan X
011620-185952,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Mood disorders and increased risk of non-communicable disease in adults with HIV.,/pubmed/31904701,"BACKGROUND: People living with HIV (PLWH) experience high rates of mood disorders
(major depression and bipolar affective disorder) which in the general population
have been associated with non-communicable disease (NCD) risk. We examined
whether prevalent mood disorders are associated with incident NCDs and
multimorbidity (accumulation of ≥2 NCDs) in PLWH.
SETTING: Adult HIV clinic cohort in Nashville, Tennessee, between 1998-2015.
METHODS: PLWH with ≥1 year of follow-up in the clinic were assessed for
cardiovascular disease, metabolic syndrome (any three of hypertension,
hyperlipidemia, diabetes, or obesity), chronic kidney and liver disease,
non-AIDS-defining cancers, and dementia. Only mood disorders documented during
the first year of care were included. Cumulative incidence and adjusted subhazard
ratios were calculated for risk of NCDs and multimorbidity with death as a
competing risk. Multivariable Cox models estimated mortality risk following
multimorbidity.
RESULTS: Of 4,140 adults, 24% had a mood disorder diagnosed in the first year of 
care, 51% had ≥1 NCD at baseline, and there were 2588 incident NCDs during the
study period. Mood disorders were associated with increased risk of first NCD
(adjusted subhazard ratio [aSHR] = 1.29, 95% confidence interval [CI] 1.06-1.57),
incident multimorbidity (aSHR ranging from 1.04 to 1.42) and metabolic syndrome
(aSHR = 1.29, 95%CI 1.02-1.64). Mood disorders were not conclusively associated
with mortality risk following multimorbidity.
CONCLUSIONS: PLWH with mood disorders were at increased risk of incident NCDs and
multimorbidity, particularly metabolic syndrome. Focused prevention and treatment
of NCDs may reduce the burden of multimorbidity in this high-risk group.","Castilho JL, Rebeiro PF, Shepherd BE, Nash R, Adams RS, Turner M, Furukawa SS, Hulgan T, Koethe JR, Sterling TR.",Journal of acquired immune deficiency syndromes (1999). doi: 10.1097/QAI.0000000000002269. Journal Article.,Journal of acquired immune deficiency syndromes (1999). 2020,PubMed,Journal Article,PMID:31904701,pubmed,31904701,create date: 2020/01/03 | first author: Castilho JL
011620-185955,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","The risk of fractures, acute myocardial infarction, atrial fibrillation and ventricular arrhythmia in geriatric patients exposed to promethazine.",/pubmed/31903798,"Objectives: This study aimed to compare the risk of fractures, acute myocardial
infarction, atrial fibrillation, and ventricular arrhythmia among Danish citizens
aged ≥ 65 which were new users of promethazine or domperidone, triazolam,
loratadine, and betahistine. Secondly, the study aimed to perform a risk
stratification to identify the most relevant predictors for the study
outcomes.Methods: The study period was 01/01/2015 to 31/12/2016. The data sources
were the Danish registers. Each patient was followed for 90 days. A logistic
regression model was used to compute the unadjusted and adjusted odds ratios
(OR), and a conditional inference tree was used to identify the most relevant
predictors for the study outcomes.Results: Promethazine had a higher risk of
hospitalization for atrial fibrillation than loratadine and betahistine (OR 1.58;
95% CI 1.07-2.63 and OR 3.22; 95% CI 1.69-7.14, respectively). For fractures,
acute myocardial infarction, and ventricular arrhythmia hospitalizations, no
statistically significant differences were found among drugs under investigation.
The medical history of cardiac arrhythmia (OR 4.14; 95% CI 2.94-5.78, p<0.0001)
was the most relevant predictor for atrial fibrillation
hospitalizations.Conclusion: This study found an increased risk of atrial
fibrillation hospitalization among promethazine users, and the risk was higher
among patients with prior cardiac arrhythmia.","Sessa M, Mascolo A, Dalhoff KP, Andersen M.",Expert opinion on drug safety. doi: 10.1080/14740338.2020.1711882. Journal Article.,Expert opinion on drug safety. 2020,PubMed,Journal Article,PMID:31903798,pubmed,31903798,create date: 2020/01/04 | first author: Sessa M
011620-185957,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Coronary calcification segmentation in intravascular OCT images using deep learning: application to calcification scoring.,/pubmed/31903407,"Major calcifications are of great concern when performing percutaneous coronary
interventions because they inhibit proper stent deployment. We created a
comprehensive software to segment calcifications in intravascular optical
coherence tomography (IVOCT) images and to calculate their impact using the
stent-deployment calcification score, as reported by Fujino et al. We segmented
the vascular lumen and calcifications using the pretrained SegNet, convolutional 
neural network, which was refined for our task. We cleaned segmentation results
using conditional random field processing. We evaluated the method on manually
annotated IVOCT volumes of interest (VOIs) without lesions and with
calcifications, lipidous, or mixed lesions. The dataset included 48 VOIs taken
from 34 clinical pullbacks, giving a total of 2640 in vivo images. Annotations
were determined from consensus between two expert analysts. Keeping VOIs intact, 
we performed 10-fold cross-validation over all data. Following segmentation noise
cleaning, we obtained sensitivities of 0.85 ± 0.04 , 0.99 ± 0.01 , and 0.97 ±
0.01 for calcified, lumen, and other tissue classes, respectively. From segmented
regions, we automatically determined calcification depth, angle, and thickness
attributes. Bland-Altman analysis suggested strong correlation between manually
and automatically obtained lumen and calcification attributes. Agreement between 
manually and automatically obtained stent-deployment calcification scores was
good (four of five lesions gave exact agreement). Results are encouraging and
suggest our classification approach could be applied clinically for assessment
and treatment planning of coronary calcification lesions.

© The Authors. Published by SPIE under a Creative Commons Attribution 4.0
Unported License. Distribution or reproduction of this work in whole or in part
requires full attribution of the original publication, including its DOI.","Gharaibeh Y, Prabhu D, Kolluru C, Lee J, Zimin V, Bezerra H, Wilson D.","Journal of medical imaging (Bellingham, Wash.). doi: 10.1117/1.JMI.6.4.045002. Journal Article.","Journal of medical imaging (Bellingham, Wash.). 2019",PubMed,Journal Article,PMID:31903407,pubmed,31903407,create date: 2019/10/01 | first author: Gharaibeh Y
